#############################################;;;;;;;;;;;;;;x
#DoD Decisions;;;;;;;;;;;;;;x
#############################################;;;;;;;;;;;;;;x
baltic_empire_desc;We proclaim ourselves masters of the baltics! WARNING: Mutually exclusive with the Claim Ireland decision.;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
claim_ireland_title;Claim Ireland;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
claim_ireland_desc;WARNING: This is mutually exclusive with Nordtyskland and Baltic Empires decisions.;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
form_iberia_title;Form Iberia;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
form_iberia_desc;We now control all of Iberia, and thus can proclaim ourselves a proper union.;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
move_capital_to_ankara_title;Move capital to Ankara;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
move_capital_to_ankara_desc;WARNING: This is mutally exclusive with Keep Capital in Istanbul. You will be able to accept Misri and Bedouin.;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
keep_instanbul_capital_title;Keep Capital in Instanbul;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
keep_instanbul_capital_desc;WARNING: This is mutally exclusive with Move Capital to Ankara. You will be able to accept Greek, Bulgarian, Albanian, Serbian, Croatian and core these lands.;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tanzimat_reforms_bulgaria_title;Tanzimat Reforms: Bulgarian;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tanzimat_reforms_bulgaria_desc;Reforms to accept Bulgarian.;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tanzimat_reforms_greek_title;Tanzimat Reforms: Greek;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tanzimat_reforms_greek_desc;Reforms to accept Greek.;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tanzimat_reforms_albanian_title;Tanzimat Reforms: Albanian;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tanzimat_reforms_albanian_desc;Reforms to accept Albanian.;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tanzimat_reforms_serb_title;Tanzimat Reforms: Serbian;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tanzimat_reforms_serb_desc;Reforms to accept Serbian.;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tanzimat_reforms_croat_title;Tanzimat Reforms: Croatian;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tanzimat_reforms_croat_desc;Reforms to accept Croatian.;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tanzimat_reforms_mashriqi_title;Tanzimat Reforms: Mashriqi;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tanzimat_reforms_mashriqi_desc;Reforms to accept Mashriqi.;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tanzimat_reforms_misri_title;Tanzimat Reforms: Misri;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tanzimat_reforms_misri_desc;Reforms to accept Misri.;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tanzimat_reforms_bedouin_title;Tanzimat Reforms: Bedouin;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tanzimat_reforms_bedouin_desc;Reforms to accept Bedouin.;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
startingleadership_title;Starting Leadership.;;;;;;;;;;;;x;;;
startingleadership_desc;Lets you start with some generals.;;;;;;;;;;;;x;;;
dominate_france_title;Dominate France;;;;;;;;;;;;x;;;
dominate_france_desc;We have complete control over France, we can now extend our claims over it!;;;;;;;;;;;;x;;;
core_korea_title;Core Korea;;;;;;;;;;;;x;;;
core_korea_desc;We have complete control over Korea once again for some time now, we can now extend our claims over it!;;;;;;;;;;;;x;;;
greek_accepted_title;Accept Greek;;;;;;;;;;;;x;;;
greek_accepted_desc;We have complete control over Greece, we can now accept the Greeks!;;;;;;;;;;;;x;;;
dm_assim_nerf_removal_title;Ending the assimilation issue;;;;;;;;;;;;x;;;
dm_assim_nerf_removal_desc;Some time has passed since we have picked a cultural focus for our nation, we can now end the assimilation troubles we have been having.;;;;;;;;;;;;x;;;
dm_assim_nerf;Assimilation Troubles;;;;;;;;;;;;x;;;
incan_breadbasket;Incan Breadbasket;;;;;;;;;;;;x;;;
integrate_caribbeans_arc_title;Integrate Caribbeans;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
integrate_caribbeans__arc_desc;We have freed the Caribeans from their oppression, we can now accept them into our nation.;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
integrate_caribbeans_azl_title;Integrate Caribbeans;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
integrate_caribbeans_azl_desc;We have freed the Caribeans from their oppression, we can now accept them into our nation.;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
